wavelength,0,2,4,6,8,10,14,20
390,224983.435394639,214269.938471085,208584.520400733,195289.644889231,192206.466638735,184251.054726297,176975.335998363,157184.880771478
391,257395.191244527,245138.27737574,238633.801750874,223423.628526997,219896.278817738,210794.787558885,202470.908024674,179829.383331955
392,289090.561335275,275324.344128833,268018.914293519,250935.776516015,246974.072715159,236751.833502809,227402.960295826,201973.382333407
393,317720.470484415,302590.924270871,294562.005603841,275787.049593694,271433.000849543,260198.408350394,249923.675131495,221975.694273448
394,359622.154325211,342497.289833534,333409.499476378,312158.460418568,307230.19002094,294513.954421295,282884.166483289,251250.343614129
395,405735.589755887,386414.847386559,376161.75275434,352185.746934496,346625.536941289,332278.730749168,319157.684642827,283467.537015144
396,451863.178574493,430345.88435666,418927.127787815,392225.318844228,386032.975297081,370055.098048836,355442.336069043,315694.618693448
397,506583.963550158,482460.917666817,469659.345784575,439723.938674674,432781.700212859,414868.896582635,398486.52414527,353925.344644602
398,561998.054860943,535236.242724708,521034.335410936,487824.360801131,480122.726338448,460250.481021517,442076.077356457,392640.449694301
399,634141.812822035,603944.583640034,587919.575774634,550446.432726041,541756.138520188,519332.890679515,498825.436627967,443043.751491295
400,687467.048984178,654730.522842074,637357.965719324,596733.691232305,587312.626745301,563003.799114037,540771.865130285,480299.476000767
401,764508.731020728,728103.553353074,708784.123250753,663607.248835318,653130.40333928,626097.382640412,601374.004751727,534124.716886202
402,846561.77628201,806249.310744771,784856.36858394,734830.759326427,723229.456982743,693295.04146528,665918.157654951,591451.151224392
403,916829.388108686,873170.845817796,850002.214040798,795824.302858978,783260.051522546,750840.973988949,721191.712310277,640543.681826473
404,1002628.21203459,954884.011461519,929547.210356376,870299.216209882,856559.175787544,821106.252741116,788682.350747359,700487.107819018
405,1094870.06297718,1042733.3933116,1015065.60510391,950366.79222011,935362.66731923,896648.073392335,861241.170622431,764931.96046836
406,1199764.43731343,1142632.79744136,1112314.28799154,1041416.98477795,1024975.38492258,982551.727020918,943752.654678733,838216.510038518
407,1281887.66359911,1220845.39390392,1188451.59889406,1112701.41365315,1095134.39518775,1049806.8608672,1008352.01302564,895591.976412925
408,1386120.79504157,1320115.04289673,1285087.23650736,1203177.63555538,1184182.20382354,1135168.98707,1090343.3535296,968414.54803684
409,1492243.3223226,1421184.11649771,1383474.55296824,1295293.88683008,1274844.14950714,1222078.44130361,1173820.92106523,1042557.14777347
410,1608287.40540079,1531702.2908579,1491060.24865179,1396022.22594574,1373982.21779945,1317113.19203714,1265102.93281584,1123631.45144781
411,1721864.04054332,1639870.51480317,1596358.34728016,1494608.77613239,1471012.31112686,1410127.21673886,1354444.01310762,1202981.87038861
412,1827743.51320059,1740708.10781009,1694520.32523094,1586514.05164758,1561466.61187718,1496837.62044812,1437730.39024015,1276954.65979236
413,1943299.59378725,1850761.51789262,1801653.58864776,1686818.79587453,1660187.77287831,1591472.71965346,1528628.53193047,1357688.02008429
414,2074055.07047054,1975290.54330528,1922878.37280093,1800316.88769632,1771893.98859537,1698555.42308839,1631482.74597099,1449040.45221615
415,2203884.83328679,2098937.93646361,2043244.91784576,1913011.44332867,1882809.35412744,1804880.00957094,1733608.77963516,1539746.13351693
416,2324442.60526583,2213754.86215793,2155015.30220637,2017657.74512029,1985803.52939765,1903611.26329025,1828441.32659925,1623973.9300272
417,2458513.68337789,2341441.60321704,2279314.01548079,2134033.83826908,2100342.30936233,2013409.29134111,1933903.64232452,1717642.81009823
418,2593387.95179652,2469893.28742525,2404357.37497591,2251107.11496594,2215567.26593638,2123865.09520053,2039997.75956053,1811872.8398039
419,2753648.33477833,2622522.22359841,2552936.46954287,2390215.99303705,2352479.93197811,2255110.95578332,2166060.97428425,1923838.90142618
420,2891907.06808575,2754197.20770072,2681117.60220073,2510227.04577558,2470596.28380798,2368338.48025564,2274817.36223285,2020433.4905897
421,3046799.71294301,2901714.01232668,2824720.21003042,2644676.63117314,2602923.21678472,2495188.41093714,2396658.23384727,2128649.37711291
422,3188523.14181605,3036688.70649148,2956113.49855932,2767695.10161543,2723999.50604944,2611253.36124551,2508140.00315909,2227664.57896925
423,3337307.94780479,3178388.52171884,3094053.4644312,2896842.97365981,2851108.42763943,2733101.2536585,2625176.35734721,2331613.21833874
424,3491155.38090972,3324909.88658068,3236687.04540034,3030385.29656674,2982542.42173179,2859095.20413221,2746195.04976104,2439098.86672516
425,3634850.1319926,3461762.03046915,3369907.96758136,3155114.90993673,3105302.83887863,2976774.57639005,2859227.4906138,2539491.33462766
426,3798229.06754433,3617361.01670889,3521378.30519027,3296930.74740188,3244879.72759718,3110574.38766355,2987743.80544206,2653636.17582551
427,3951594.46444469,3763423.29947114,3663564.98530038,3430054.65426387,3375901.91148001,3236173.57272285,3108383.32096619,2760785.04918132
428,4110649.91993399,3914904.68565142,3811026.97885631,3568117.63372596,3511785.19126719,3366432.65327458,3233498.72169877,2871909.28712036
429,4258834.72015096,4056033.06681044,3948410.67303681,3696744.69003165,3638381.51961159,3487789.16863977,3350063.10237083,2975438.73191435
430,4437434.12543996,4226127.73851425,4113992.06897699,3851772.16738853,3790961.46654931,3634053.84248238,3490552.06639027,3100217.36807023
431,4587589.32651603,4369132.69192003,4253202.54261559,3982109.56687299,3919241.1356531,3757024.02525328,3608666.39385499,3205123.43520783
432,4771059.00166198,4543865.71586855,4423299.2172053,4141364.52555182,4075981.82162096,3907277.22543505,3752986.38500238,3333304.68980737
433,4949029.99551168,4713361.90048731,4588298.00625955,4295846.53054267,4228024.90795766,4053027.25929855,3892981.03118274,3457644.28574241
434,5153126.12233184,4907739.16412556,4777517.68216039,4473005.61809977,4402387.05742855,4220172.5718688,4053526.09778555,3600236.22947318
435,5329252.576828,5075478.6445981,4940806.37928835,4625886.52994922,4552854.32823422,4364412.01309344,4192069.8017164,3723287.13631937
436,5521015.15938716,5258109.67560682,5118591.49597371,4792339.8805496,4716679.75992684,4521456.72188094,4342913.11789562,3857262.23818907
437,5698204.42195538,5426861.35424322,5282865.53369619,4946143.32880984,4868055.00239667,4666566.55388748,4482292.84255538,3981055.67685676
438,5904101.64685759,5622953.94938818,5473755.02666147,5124865.8017079,5043955.85491836,4835186.88269927,4644254.67985368,4124905.95939273
439,6089070.00522097,5799114.29068664,5645241.14629895,5285421.64421768,5201976.88672736,4986667.43529935,4789753.55763998,4254134.27037858
440,6323754.32506228,6022623.16672598,5862819.45918144,5489131.83026977,5402470.95338204,5178863.06686945,4974359.7544678,4418096.68284902
441,6525975.48126434,6215214.74406127,6050300.83000903,5664663.40980369,5575231.28947087,5344472.86499901,5133429.94113315,4559378.67666041
442,6735126.38920586,6414406.08495796,6244206.84690239,5846210.13775952,5753911.80850201,5515757.81012215,5297951.17418476,4705502.14779671
443,6959840.62761373,6628419.64534641,6452541.79193203,6041266.11485068,5945888.29642446,5699788.40493479,5474714.75580618,4862498.95384972
444,7167801.59772504,6826477.71211909,6645344.60488869,6221779.95549242,6123552.23507731,5870098.84586882,5638299.96595927,5007791.07384394
445,7393806.18411948,7041720.17535189,6854875.84517205,6417955.97770885,6316631.0851661,6055186.17615655,5816078.55461034,5165689.38268567
446,7663962.82856885,7299012.21768461,7105340.92504204,6652456.77580734,6547429.65030272,6276432.00518303,6028587.81263527,5354434.56684961
447,7915239.17584747,7538323.02461664,7338301.88189304,6870569.13835985,6762098.51592652,6482215.74180634,6226245.54645942,5529989.0143066
448,8169899.22123208,7780856.40117341,7574399.90101434,7091618.61137284,6979658.12173296,6690770.57108281,6426564.94783334,5707907.48550794
449,8434900.30309728,8033238.38390217,7820085.20433265,7321644.28896079,7206052.21830904,6907794.23218757,6635018.76320316,5893050.73120614
450,8731583.48063807,8315793.79108388,8095143.31334304,7579170.59210804,7459512.76826572,7150764.06810262,6868394.18899059,6100328.70172362
451,9030903.2163726,8600860.20606914,8372645.80331591,7838985.4749122,7715225.76642427,7395893.12354951,7103843.57089572,6309448.70600952
452,9332468.05369412,8888064.81304201,8652229.75069451,8100749.1460389,7972856.78598081,7642860.81362585,7341058.98329554,6520137.2525512
453,9646373.65477282,9187022.52835506,8943254.95055981,8373224.82077411,8241030.69103126,7899935.01991927,7587981.82508265,6739447.68486151
454,9938901.17890566,9465620.17038634,9214460.30938205,8627143.94245533,8490941.00869321,8139501.56740045,7818088.35173147,6943822.30436424
455,10263047.7848698,9774331.22368549,9514980.05309541,8908508.9925522,8767863.94613531,8404962.68426033,8073066.92116527,7170287.62400688
456,10577146.6531027,10073473.002955,9806184.43298171,9181152.42663316,9036202.9619939,8662195.16743735,8320141.78978716,7389733.08258943
457,10906300.3539404,10386952.7180384,10111346.3072633,9466863.72461297,9317403.52997391,8931756.86401301,8579059.01495384,7619696.6135974
458,11273665.4862428,10736824.2726122,10451934.403444,9785743.22836922,9631248.6533816,9232611.96020111,8868033.92374772,7876356.59578348
459,11594142.7322232,11042040.6973554,10749052.2447416,10063923.2083878,9905036.8057403,9495068.04050807,9120126.11972531,8100258.31375238
460,11955200.0800808,11385904.8381721,11083792.3273078,10377327.4424554,10213493.1014846,9790757.35222449,9404139.23091142,8352511.35662688
461,12317489.0226549,11730941.926338,11419674.2343503,10691800.7227594,10523001.5656625,10087455.2831983,9689121.13292607,8605624.85426486
462,12692702.9349026,12088288.5094311,11767539.0173579,11017493.1078535,10843552.0105445,10394738.1680842,9984270.00944144,8867768.39366367
463,13012388.2278267,12392750.6931683,12063922.6306083,11294985.6584581,11116663.5864324,10656545.6753722,10235739.2432974,9091116.81291295
464,13415204.8729407,12776385.5932768,12437378.19894,11644637.7092493,11460795.4285159,10986433.9251154,10552600.842418,9372545.02661208
465,13840640.5312685,13181562.4107319,12831804.0934421,12013923.4679645,11824251.0070382,11334846.1032279,10887254.8957094,9669776.03436558
466,14210128.3980416,13533455.6171824,13174360.1991819,12334645.5431983,12139909.6119207,11637439.6210222,11177899.5791937,9927919.06691089
467,14579801.8218311,13885525.544601,13517088.3367925,12655528.6852403,12455726.7407337,11940185.1014529,11468690.224603,10186191.7390337
468,14966376.0415735,14253691.4681653,13875485.3809252,12991082.0203754,12785982.4537376,12256771.5541071,11772775.2889422,10456272.1675459
469,15326945.8379255,14597091.2742147,14209773.4493385,13304063.0510182,13094022.2274743,12552061.583632,12056404.8848203,10708184.5821198
470,15751495.0839075,15001423.8894357,14603377.5415879,13672579.3879671,13456720.5316459,12899747.830925,12390361.6729,11004796.2970856
471,16151009.8866369,15381914.1777494,14973771.9369536,14019365.3805276,13798031.5640239,13226932.0240747,12704625.9934057,11283917.6756142
472,16531158.4797146,15743960.4568711,15326211.7147046,14349341.1568201,14122797.7751229,13538256.1849154,13003656.5636841,11549508.8342413
473,16929215.6578529,16123062.5312885,15695254.7309089,14694861.9051716,14462863.5386132,13864246.6507677,13316774.2948807,11827611.8420301
474,17339481.958286,16513792.3412247,16075616.953409,15050980.3899883,14813359.7244718,14200235.8245522,13639495.9043209,12114244.7641606
475,17741981.6056808,16897125.3387436,16448778.6298055,15400357.2810909,15157220.7510109,14529864.4677871,13956108.1482933,12395451.5071163
476,18096102.4721481,17234383.3068077,16777087.8271756,15707740.5252794,15459751.114579,14819873.1212364,14234664.9194492,12642858.3709893
477,18542827.7722527,17659835.973574,17191251.573541,16095506.0737405,15841394.7290994,15185720.5338373,14586065.7234519,12954963.4062395
478,18910739.249213,18010227.8563933,17532346.1916273,16414859.8144291,16155706.6023195,15487023.0610964,14875470.3951269,13212005.0926153
479,19300954.9246109,18381861.8329628,17894119.2677782,16753573.9981866,16489073.2613525,15806591.697946,15182419.8829603,13484629.6274171
480,19643589.0351147,18708180.0334425,18211778.9723115,17050986.5328021,16781790.3301194,16087193.2281644,15451941.0000351,13724011.2588394
481,20034774.6837159,19080737.7940152,18574451.3208692,17390542.6706444,17115985.6507018,16407556.228321,15759653.4833009,13997313.4662977
482,20354359.6370744,19385104.4162613,18870741.9082479,17667948.1247119,17389011.5051083,16669281.5621335,16011043.7885535,14220591.7832187
483,20758311.360255,19769820.3431,19245249.8194499,18018585.4435615,17734113.0601138,17000099.3884503,16328798.2570618,14502813.0202364
484,21119406.0550924,20113720.0524689,19580024.5267957,18332022.0954754,18042601.2619005,17295819.2856203,16612840.745941,14755092.1556122
485,21452966.5463791,20431396.7108373,19889271.9830702,18621558.5663636,18327566.6120297,17568989.9402812,16875224.4183998,14988134.494756
486,21759432.2948246,20723268.8522139,20173399.6169407,18887576.3159798,18589384.5478754,17819971.2504808,17116294.9608066,15202247.0672903
487,22068840.4851237,21017943.3191654,20460255.2197472,19156148.1577394,18853716.2525725,18073362.2848188,17359680.0719939,15418415.3794888
488,22334181.85108,21270649.381981,20706256.0040422,19386469.2080031,19080401.0585632,18290664.6228963,17568401.5599204,15603796.3649752
489,22587682.8472777,21512078.9021693,20941279.4564144,19606512.6055967,19296970.4725874,18498270.2443576,17767809.2358647,15780905.0654131
490,22811928.5772509,21725646.2640485,21149180.0423234,19801161.9089891,19488546.7072616,18681917.1523753,17944204.2817426,15937574.5476242
491,23119322.9655925,22018402.8243738,21434168.6280549,20067985.7346404,19751157.9930395,18933658.9758102,18186005.306184,16152335.9152624
492,23328870.2127919,22217971.6312304,21628442.0952624,20249876.4921591,19930177.110191,19105268.5045017,18350838.305625,16298736.2891799
493,23517360.7008227,22397486.3817359,21803193.6185336,20413489.6062,20091207.146184,19259633.5188177,18499107.7432982,16430425.3392458
494,23705559.1808442,22576723.0293755,21977674.4180937,20576849.2520674,20251987.715688,19413759.3920449,18647147.4831029,16561910.3776517
495,23904184.3353486,22765889.8431892,22161821.8977477,20749259.437827,20421675.9376937,19576424.2306736,18803389.0010373,16700680.0216223
496,24047513.2327238,22902393.554975,22294703.6330902,20873671.4836368,20544123.8009481,19693803.9856223,18916133.6558904,16800816.8855007
497,24235451.9576696,23081382.8168282,22468943.6109748,21036805.6574537,20704682.4580913,19847717.1314254,19063969.0684666,16932120.4457879
498,24329665.316693,23171109.8254219,22556289.8116974,21118584.537731,20785170.2362973,19924873.5262459,19138078.7060916,16997942.6943423
499,24464226.173414,23299263.022299,22681042.6038957,21235385.7674701,20900127.4409148,20035072.6603831,19243926.2889976,17091953.7586818
500,24540626.250832,23372025.0007924,22751873.9230054,21301702.4007917,20965397.0857919,20097640.7993252,19304023.7328278,17145330.7419198
501,24708286.1342322,23531701.0802212,22907313.1726022,21447234.1775376,21108631.2475821,20234946.5093993,19435907.505276,17262466.4712067
502,24751868.5510039,23573208.1438132,22947718.8917356,21485064.4946,21145864.3101876,20270638.4982056,19470190.0862947,17292915.3661307
503,24876232.5976728,23691650.0930217,23063018.1135829,21593014.710883,21252110.238672,20372486.9153061,19568016.7058711,17379802.4198981
504,24885122.1151774,23700116.300169,23071259.6791988,21600730.971032,21259704.6766656,20379767.0200541,19575009.3333261,17386013.0893487
505,24981039.4022235,23791466.0973557,23160185.609597,21683988.8913012,21341648.1441941,20458318.85332,19650459.3062241,17453025.7887584
506,24919298.0536882,23732664.8130364,23102944.5529364,21630396.2967651,21288901.6545396,20407755.5371013,19601892.6378253,17409890.139722
507,24932664.9538644,23745395.1941565,23115337.1473405,21641999.0051338,21300321.1825962,20418702.4117081,19612407.2414706,17419228.9366284
508,24917569.2385996,23731018.3224758,23101341.7501989,21628895.6543549,21287424.7038517,20406339.7172968,19600532.7260138,17408682.3014955
509,24934391.9131269,23747039.9172638,23116938.2295219,21643498.0366537,21301796.5478262,20420116.7116766,19613765.6934616,17420435.4782803
510,24820206.877858,23638292.2646267,23011076.0767073,21544383.3842785,21204246.6898397,20326604.4353379,19523946.0365289,17340660.0000406
511,24809574.389578,23628166.0853123,23001218.5844671,21535154.1943301,21195163.2077588,20317896.917931,19515582.3621874,17333231.6024802
512,24726716.1405522,23549253.4671926,22924399.8262152,21463231.7525734,21124376.257381,20250039.8343684,19450404.8239573,17275342.6118031
513,24651842.6835105,23477945.4128672,22854983.8529886,21398240.2530364,21060410.8254471,20188721.927089,19391508.2425531,17223032.2032729
514,24545965.0694777,23377109.5899787,22756823.5981881,21306336.5908404,20969958.1125453,20102013.0455074,19308223.3274424,17149060.7123987
515,24487209.8879191,23321152.2742086,22702351.048487,21255336.0426362,20919762.7467208,20053895.2622856,19262005.6226601,17108011.3516234
516,24341046.1968402,23181948.7588955,22566841.145946,21128463.3452022,20794893.0799213,19934193.9420674,19147031.0766715,17005893.956558
517,24217816.2124652,23064586.8690145,22452593.3252352,21021497.5152686,20689615.9965701,19833274.2696694,19050096.5274609,16919799.2164387
518,24105586.7636535,22957701.67967,22348544.2172902,20924080.3469064,20593736.8231942,19741363.5284247,18961815.1640906,16841390.0104473
519,23927343.0444745,22787945.7566424,22183292.5817012,20769361.6114531,20441460.7438293,19595390.1450978,18821605.9880864,16716859.8747141
520,23661748.2591715,22534998.3420681,21937056.8496519,20538820.588665,20214559.4381788,19377880.2682659,18612685.1567106,16531301.8375717
521,23537388.4605883,22416560.4386555,21821761.5662497,20430874.0597963,20108317.1388929,19276035.3301517,18514861.878742,16444417.7517332
522,23391401.1091499,22277524.8658571,21686415.1500528,20304154.4283234,19983598.1214919,19156478.4239642,18400026.0441527,16342423.5565173
523,23173240.842406,22069753.1832438,21484156.4614099,20114787.4158291,19797220.7823857,18977815.2295986,18228417.9146884,16190005.6886993
524,22938282.4897911,21845983.3236106,21266324.0898473,19910839.3644296,19596492.6057351,18785395.1778286,18043596.1595815,16025851.8229836
525,22732669.7833265,21650161.6984062,21075698.3769321,19732363.8586229,19420834.8212575,18617007.8564918,17881858.1287425,15882200.3195116
526,22463443.9398042,21393756.1331469,20826096.2524376,19498671.0123729,19190831.4522517,18396524.3104852,17670081.0526515,15694105.4402578
527,22196809.1268663,21139818.2160631,20578896.2997777,19267227.2270008,18963041.6365802,18178162.6989986,17460342.1199794,15507820.7868669
528,21944825.9000538,20899834.1905275,20345279.9874412,19048501.2803731,18747768.8739749,17971800.0606467,17262128.3441392,15331772.4773839
529,21635194.1455971,20604946.8053306,20058217.1159418,18779735.3809271,18483246.1753198,17718225.937577,17018567.374041,15115447.9718843
530,21370228.8855889,20352598.9386561,19812565.0234456,18549740.7973516,18256882.6818526,17501231.6129206,16810141.7366798,14930329.7531589
531,21124227.8370807,20118312.2257911,19584494.8518298,18336207.4884603,18046720.5770725,17299768.1026319,16616633.6317861,14758460.8979625
532,20866425.343116,19872786.0410628,19345483.435423,18112430.3138891,17826476.3338966,17088639.7529347,16413842.3333485,14578346.9522164
533,20536248.8680224,19558332.2552594,19039373.3363209,17825831.2295668,17544401.9956963,16818240.4514257,16154120.5786516,14347668.8590489
534,20255864.9295728,19291299.9329265,18779426.4241093,17582452.9574001,17304866.1115672,16588618.9404152,15933566.3781674,14151778.3666749
535,19918011.8197819,18969535.066459,18466199.2358587,17289190.4168933,17016233.5179636,16311932.8292251,15667806.0677763,13915736.9857279
536,19623295.7622602,18688853.1069144,18192964.8646049,17033371.609097,16764453.5058992,16070573.9738591,15435978.0080236,13709833.3453922
537,19268098.8176188,18350570.302494,17863658.0237885,16725054.3098119,16461003.8338349,15779684.0620265,15156574.777678,13461674.6785289
538,18954253.0944482,18051669.6137602,17572688.3373646,16452630.6101716,16192881.0833111,15522658.8929776,14909699.0367492,13242406.0799733
539,18611231.0609344,17724981.9627947,17254668.9853094,16154881.3514469,15899832.606541,15241739.6717096,14639872.7736314,13002753.4257889
540,18218174.1526864,17350642.0501775,16890261.7721593,15813700.9267709,15564038.6429108,14919844.1962266,14330688.3295338,12728143.8610847
541,17928158.5029431,17074436.6694696,16621385.1986271,15561962.1569751,15316274.254349,14682334.7579935,14102557.680857,12525524.1648978
542,17582697.422486,16745426.1166533,16301104.5803768,15262095.7618905,15021142.0659752,14399418.0697961,13830812.8269258,12284167.4683588
543,17240304.434653,16419337.5568124,15983668.4232195,14964892.5260649,14728630.9916474,14119014.0079217,13561481.380551,12044954.2975086
544,16976059.0843781,16167675.3184553,15738683.7666445,14735522.8370106,14502882.5270417,13902609.2561263,13353622.0349557,11860339.04437
